work_type_code,work_type_name_ru,family_code,basis_key,label_ru,hint_ru,uom_code,required,derived_flag,formula,sort_order,status,notes,field_kind,expression,read_only_flag,manual_flag,source_config_id,ui_source,default_value,used_in_norms
WT-FACADE-FC-RIVET-10,"Фасад FC на заклёпке ⌀4,8×10",facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-10,"Фасад FC на заклёпке ⌀4,8×10",facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-10,"Фасад FC на заклёпке ⌀4,8×10",facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-10,"Фасад FC на заклёпке ⌀4,8×10",facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-10,"Фасад FC на заклёпке ⌀4,8×10",facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-12,"Фасад FC на заклёпке ⌀4,8×12",facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-12,"Фасад FC на заклёпке ⌀4,8×12",facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-12,"Фасад FC на заклёпке ⌀4,8×12",facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-12,"Фасад FC на заклёпке ⌀4,8×12",facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-12,"Фасад FC на заклёпке ⌀4,8×12",facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-12,"Фасад FC на заклёпке ⌀4,8×12",facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-8,"Фасад FC на заклёпке ⌀4,8×8",facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-8,"Фасад FC на заклёпке ⌀4,8×8",facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-8,"Фасад FC на заклёпке ⌀4,8×8",facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-8,"Фасад FC на заклёпке ⌀4,8×8",facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-8,"Фасад FC на заклёпке ⌀4,8×8",facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-RIVET-8,"Фасад FC на заклёпке ⌀4,8×8",facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL-LSTK,Фасад HPL (LSTK-набор),facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL-LSTK,Фасад HPL (LSTK-набор),facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL-LSTK,Фасад HPL (LSTK-набор),facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL-LSTK,Фасад HPL (LSTK-набор),facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL-LSTK,Фасад HPL (LSTK-набор),facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL-LSTK,Фасад HPL (LSTK-набор),facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL,Фасад навесной: HPL панели,facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL,Фасад навесной: HPL панели,facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL,Фасад навесной: HPL панели,facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL,Фасад навесной: HPL панели,facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL,Фасад навесной: HPL панели,facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL,Фасад навесной: HPL панели,facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-ACP,Фасад навесной: алюкобонд/ACP,facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-ACP,Фасад навесной: алюкобонд/ACP,facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-ACP,Фасад навесной: алюкобонд/ACP,facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-ACP,Фасад навесной: алюкобонд/ACP,facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-ACP,Фасад навесной: алюкобонд/ACP,facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-ACP,Фасад навесной: алюкобонд/ACP,facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-STONE,Фасад навесной: камень,facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-STONE,Фасад навесной: камень,facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-STONE,Фасад навесной: камень,facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-STONE,Фасад навесной: камень,facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-STONE,Фасад навесной: камень,facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-STONE,Фасад навесной: камень,facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-PORC,Фасад навесной: керамогранит,facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-PORC,Фасад навесной: керамогранит,facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-PORC,Фасад навесной: керамогранит,facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-PORC,Фасад навесной: керамогранит,facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-PORC,Фасад навесной: керамогранит,facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-PORC,Фасад навесной: керамогранит,facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-CLINKER-VF,Фасад навесной: клинкерная плитка,facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-CLINKER-VF,Фасад навесной: клинкерная плитка,facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-CLINKER-VF,Фасад навесной: клинкерная плитка,facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-CLINKER-VF,Фасад навесной: клинкерная плитка,facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-CLINKER-VF,Фасад навесной: клинкерная плитка,facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-CLINKER-VF,Фасад навесной: клинкерная плитка,facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FCB,Фасад навесной: фиброцементные плиты,facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FCB,Фасад навесной: фиброцементные плиты,facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FCB,Фасад навесной: фиброцементные плиты,facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FCB,Фасад навесной: фиброцементные плиты,facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FCB,Фасад навесной: фиброцементные плиты,facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FCB,Фасад навесной: фиброцементные плиты,facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-WET-SYSTEM,Фасад: «мокрый» (ETICS),facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-WET-SYSTEM,Фасад: «мокрый» (ETICS),facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-WET-SYSTEM,Фасад: «мокрый» (ETICS),facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-WET-SYSTEM,Фасад: «мокрый» (ETICS),facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-WET-SYSTEM,Фасад: «мокрый» (ETICS),facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-WET-SYSTEM,Фасад: «мокрый» (ETICS),facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-PORCELAIN-VENT,Фасад: керамогранит (вент),facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-PORCELAIN-VENT,Фасад: керамогранит (вент),facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-PORCELAIN-VENT,Фасад: керамогранит (вент),facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-PORCELAIN-VENT,Фасад: керамогранит (вент),facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-PORCELAIN-VENT,Фасад: керамогранит (вент),facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-PORCELAIN-VENT,Фасад: керамогранит (вент),facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-CASSETTE-INSTALL,Фасад: металлокассеты (вент),facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-CASSETTE-INSTALL,Фасад: металлокассеты (вент),facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
